gene_id,genome_accession,Ce,NC,NOSC
NZ_JAEG01000002.1_53,RS_GCF_000518785,-43.7,496,-0.08810483870967742
NZ_JAEG01000002.1_54,RS_GCF_000518785,-772.79,2395,-0.3226680584551148
NZ_JAEG01000002.1_55,RS_GCF_000518785,-173.60000000000002,1321,-0.13141559424678276
NZ_JAEG01000002.1_56,RS_GCF_000518785,-41.84,967,-0.04326783867631851
NZ_JAEG01000002.1_57,RS_GCF_000518785,-155.25,1347,-0.11525612472160357
NZ_JAEG01000002.1_58,RS_GCF_000518785,-102.6,1833,-0.05597381342062193
NZ_JAEG01000002.1_59,RS_GCF_000518785,-696.77,4942,-0.14098947794415218
NZ_JAEG01000002.1_60,RS_GCF_000518785,-52.129999999999995,1294,-0.040285935085007725
NZ_JAEG01000002.1_61,RS_GCF_000518785,-233.76999999999998,2120,-0.1102688679245283
NZ_JAEG01000002.1_62,RS_GCF_000518785,-181.66,1064,-0.1707330827067669
NZ_JAEG01000002.1_63,RS_GCF_000518785,-83.67,543,-0.15408839779005526
NZ_JAEG01000002.1_64,RS_GCF_000518785,-112.02,500,-0.22404
NZ_JAEG01000002.1_65,RS_GCF_000518785,-59.839999999999996,389,-0.15383033419023134
NZ_JAEG01000002.1_66,RS_GCF_000518785,-113.52000000000001,1534,-0.0740026075619296
NZ_JAEG01000002.1_67,RS_GCF_000518785,-253.07999999999998,2420,-0.1045785123966942
NZ_JAEG01000002.1_68,RS_GCF_000518785,-249.71999999999997,1642,-0.15208282582216806
NZ_JAEG01000002.1_69,RS_GCF_000518785,-95.77000000000001,1170,-0.08185470085470087
NZ_JAEG01000002.1_70,RS_GCF_000518785,-308.8,2366,-0.1305156382079459
NZ_JAEG01000002.1_71,RS_GCF_000518785,-177.29000000000002,1385,-0.12800722021660652
NZ_JAEG01000002.1_72,RS_GCF_000518785,-69.78999999999999,776,-0.08993556701030926
NZ_JAEG01000002.1_73,RS_GCF_000518785,-229.81,1712,-0.13423481308411214
NZ_JAEG01000002.1_74,RS_GCF_000518785,-125.84,757,-0.16623513870541612
NZ_JAEG01000002.1_75,RS_GCF_000518785,-44.09000000000001,540,-0.08164814814814816
NZ_JAEG01000002.1_76,RS_GCF_000518785,-462.90999999999997,3222,-0.14367163252638113
NZ_JAEG01000002.1_77,RS_GCF_000518785,-203.76,1551,-0.1313733075435203
NZ_JAEG01000002.1_78,RS_GCF_000518785,-133.79999999999998,943,-0.14188759278897134
NZ_JAEG01000002.1_79,RS_GCF_000518785,-452.87,2138,-0.21181945743685687
NZ_JAEG01000002.1_80,RS_GCF_000518785,-868.1899999999999,5169,-0.16796092087444378
NZ_JAEG01000002.1_81,RS_GCF_000518785,-41.85000000000001,504,-0.0830357142857143
NZ_JAEG01000002.1_82,RS_GCF_000518785,-195.37000000000003,1623,-0.12037584719654962
NZ_JAEG01000002.1_83,RS_GCF_000518785,-355.28000000000003,2045,-0.1737310513447433
NZ_JAEG01000002.1_84,RS_GCF_000518785,-653.6800000000001,2447,-0.26713526767470375
NZ_JAEG01000002.1_85,RS_GCF_000518785,-177.56,971,-0.18286302780638516
NZ_JAEG01000002.1_86,RS_GCF_000518785,-442.98,2655,-0.16684745762711864
NZ_JAEG01000002.1_87,RS_GCF_000518785,-477.44000000000005,1492,-0.32000000000000006
NZ_JAEG01000002.1_88,RS_GCF_000518785,-181.76,1241,-0.14646253021756647
NZ_JAEG01000002.1_89,RS_GCF_000518785,-393.22,1260,-0.3120793650793651
NZ_JAEG01000002.1_90,RS_GCF_000518785,-219.57,1716,-0.12795454545454546
NZ_JAEG01000002.1_91,RS_GCF_000518785,-191.56,1604,-0.11942643391521197
NZ_JAEG01000002.1_92,RS_GCF_000518785,-103.73,647,-0.16032457496136013
NZ_JAEG01000002.1_93,RS_GCF_000518785,-269.72,1639,-0.16456375838926177
NZ_JAEG01000002.1_94,RS_GCF_000518785,-117.67999999999999,1279,-0.09200938232994527
NZ_JAEG01000002.1_95,RS_GCF_000518785,-153.99999999999997,1229,-0.12530512611879574
NZ_JAEG01000002.1_96,RS_GCF_000518785,-313.31,1013,-0.30928923988154
NZ_JAEG01000002.1_97,RS_GCF_000518785,-307.55,1792,-0.17162388392857145
NZ_JAEG01000002.1_98,RS_GCF_000518785,-436.87,1521,-0.28722550953320186
NZ_JAEG01000002.1_99,RS_GCF_000518785,-443.30999999999995,1495,-0.29652842809364544
NZ_JAEG01000002.1_100,RS_GCF_000518785,-235.89999999999998,1644,-0.14349148418491484
NZ_JAEG01000002.1_101,RS_GCF_000518785,-47.93,400,-0.119825
NZ_JAEG01000002.1_102,RS_GCF_000518785,-121.62,925,-0.13148108108108109
NZ_JAEG01000002.1_103,RS_GCF_000518785,-141.82999999999998,1209,-0.11731182795698923
NZ_JAEG01000002.1_104,RS_GCF_000518785,-185.51,1359,-0.13650478292862397
NZ_JAEG01000002.1_105,RS_GCF_000518785,-131.7,821,-0.16041412911084044
NZ_JAEG01000002.1_106,RS_GCF_000518785,-56.00000000000001,3279,-0.01707837755413236
NZ_JAEG01000002.1_107,RS_GCF_000518785,-159.99,691,-0.23153400868306803
NZ_JAEG01000002.1_108,RS_GCF_000518785,-654.1400000000001,6109,-0.10707808151907024
NZ_JAEG01000002.1_109,RS_GCF_000518785,-121.28,1197,-0.10131996658312448
NZ_JAEG01000002.1_110,RS_GCF_000518785,-39.980000000000004,615,-0.06500813008130082
NZ_JAEG01000002.1_111,RS_GCF_000518785,2.0600000000000027,461,0.00446854663774404
NZ_JAEG01000002.1_112,RS_GCF_000518785,-44.120000000000005,523,-0.08435946462715106
NZ_JAEG01000002.1_113,RS_GCF_000518785,-79.66000000000001,959,-0.08306569343065695
NZ_JAEG01000002.1_114,RS_GCF_000518785,-109.82,658,-0.1668996960486322
NZ_JAEG01000002.1_115,RS_GCF_000518785,-79.65000000000002,874,-0.09113272311212817
NZ_JAEG01000002.1_116,RS_GCF_000518785,-285.43,2160,-0.13214351851851852
NZ_JAEG01000002.1_117,RS_GCF_000518785,-265.34,2367,-0.11209970426700464
NZ_JAEG01000002.1_118,RS_GCF_000518785,-127.89999999999999,397,-0.3221662468513854
NZ_JAEG01000002.1_119,RS_GCF_000518785,-91.83999999999999,495,-0.18553535353535353
NZ_JAEG01000002.1_120,RS_GCF_000518785,-237.78,2136,-0.11132022471910112
NZ_JAEG01000002.1_121,RS_GCF_000518785,-353.63,2168,-0.16311346863468634
NZ_JAEG01000002.1_122,RS_GCF_000518785,-97.86999999999999,597,-0.16393634840871021
NZ_JAEG01000002.1_123,RS_GCF_000518785,-107.91000000000001,570,-0.18931578947368424
NZ_JAEG01000002.1_124,RS_GCF_000518785,-55.989999999999995,360,-0.15552777777777776
NZ_JAEG01000002.1_125,RS_GCF_000518785,-339.53,2814,-0.12065742714996446
NZ_JAEG01000002.1_126,RS_GCF_000518785,-279.51,1590,-0.17579245283018868
NZ_JAEG01000002.1_127,RS_GCF_000518785,-353.69,1139,-0.31052677787532923
NZ_JAEG01000002.1_128,RS_GCF_000518785,-123.5,1002,-0.12325349301397205
NZ_JAEG01000002.1_129,RS_GCF_000518785,-343.1,2669,-0.1285500187336081
NZ_JAEG01000002.1_130,RS_GCF_000518785,-59.89,693,-0.08642135642135643
NZ_JAEG01000002.1_131,RS_GCF_000518785,-65.74000000000001,647,-0.10160741885625968
NZ_JAEG01000002.1_132,RS_GCF_000518785,-196.14,1924,-0.10194386694386694
NZ_JAEG01000002.1_133,RS_GCF_000518785,-468.65999999999997,1604,-0.29218204488778055
NZ_JAEG01000002.1_134,RS_GCF_000518785,-219.89999999999998,739,-0.29756427604871444
NZ_JAEG01000002.1_135,RS_GCF_000518785,-78.22,669,-0.11692077727952167
NZ_JAEG01000002.1_136,RS_GCF_000518785,-270.0,1639,-0.16473459426479561
NZ_JAEG01000002.1_137,RS_GCF_000518785,-28.089999999999996,591,-0.04752961082910321
NZ_JAEG01000002.1_138,RS_GCF_000518785,-78.30999999999999,598,-0.13095317725752506
NZ_JAEG01000002.1_139,RS_GCF_000518785,-150.10999999999999,1010,-0.14862376237623762
NZ_JAEG01000002.1_140,RS_GCF_000518785,-633.11,2198,-0.28803912647861696
NZ_JAEG01000002.1_141,RS_GCF_000518785,-126.38,724,-0.17455801104972374
NZ_JAEG01000002.1_142,RS_GCF_000518785,-62.21,332,-0.18737951807228917
NZ_JAEG01000002.1_143,RS_GCF_000518785,-56.14,888,-0.06322072072072073
NZ_JAEG01000002.1_144,RS_GCF_000518785,-74.21000000000001,553,-0.13419529837251357
NZ_JAEG01000002.1_145,RS_GCF_000518785,-164.19,861,-0.19069686411149825
NZ_JAEG01000002.1_146,RS_GCF_000518785,-84.06,627,-0.13406698564593303
NZ_JAEG01000002.1_147,RS_GCF_000518785,-86.32,500,-0.17264
NZ_JAEG01000002.1_148,RS_GCF_000518785,-151.95,932,-0.16303648068669527
NZ_JAEG01000002.1_149,RS_GCF_000518785,-70.33,480,-0.14652083333333332
NZ_JAEG01000002.1_150,RS_GCF_000518785,-124.28999999999999,586,-0.212098976109215
NZ_JAEG01000002.1_151,RS_GCF_000518785,-62.12,397,-0.15647355163727958
NZ_JAEG01000002.1_152,RS_GCF_000518785,-40.21,321,-0.12526479750778816
NZ_JAEG01000002.1_153,RS_GCF_000518785,-132.2,696,-0.18994252873563217
NZ_JAEG01000002.1_154,RS_GCF_000518785,-122.32999999999998,1197,-0.1021971595655806
NZ_JAEG01000002.1_155,RS_GCF_000518785,-78.26,619,-0.1264297253634895
NZ_JAEG01000002.1_156,RS_GCF_000518785,-75.90999999999998,472,-0.16082627118644063
NZ_JAEG01000002.1_157,RS_GCF_000518785,-126.19,1319,-0.09567096285064443
NZ_JAEG01000002.1_158,RS_GCF_000518785,-106.05,464,-0.2285560344827586
NZ_JAEG01000002.1_159,RS_GCF_000518785,-168.21,987,-0.17042553191489362
NZ_JAEG01000002.1_160,RS_GCF_000518785,-88.01,978,-0.08998977505112475
NZ_JAEG01000002.1_161,RS_GCF_000518785,-80.14999999999999,504,-0.15902777777777777
NZ_JAEG01000002.1_162,RS_GCF_000518785,-301.73,1895,-0.15922427440633247
NZ_JAEG01000002.1_163,RS_GCF_000518785,-271.74,1649,-0.16479078229229838
NZ_JAEG01000002.1_164,RS_GCF_000518785,-216.25,1404,-0.15402421652421652
NZ_JAEG01000002.1_165,RS_GCF_000518785,-271.15999999999997,834,-0.32513189448441243
NZ_JAEG01000002.1_166,RS_GCF_000518785,-18.05,293,-0.061604095563139935
NZ_JAEG01000002.1_167,RS_GCF_000518785,-143.74,1227,-0.1171475142624287
NZ_JAEG01000002.1_168,RS_GCF_000518785,-151.81,881,-0.1723155505107832
NZ_JAEG01000002.1_169,RS_GCF_000518785,-29.819999999999997,1628,-0.018316953316953315
NZ_JAEG01000002.1_170,RS_GCF_000518785,-543.19,3920,-0.13856887755102043
NZ_JAEG01000002.1_171,RS_GCF_000518785,-247.92000000000002,2122,-0.11683317624882188
NZ_JAEG01000002.1_172,RS_GCF_000518785,-202.82999999999998,4508,-0.04499334516415261
NZ_JAEG01000002.1_173,RS_GCF_000518785,-111.76,919,-0.12161044613710556
NZ_JAEG01000002.1_174,RS_GCF_000518785,-255.49,1850,-0.1381027027027027
NZ_JAEG01000002.1_175,RS_GCF_000518785,-181.8,1200,-0.1515
NZ_JAEG01000002.1_176,RS_GCF_000518785,-99.69,691,-0.14426917510853834
NZ_JAEG01000002.1_177,RS_GCF_000518785,-136.06,732,-0.1858743169398907
NZ_JAEG01000002.1_178,RS_GCF_000518785,-279.48,2153,-0.12980956804458896
NZ_JAEG01000002.1_179,RS_GCF_000518785,-173.59,1033,-0.16804453049370766
NZ_JAEG01000002.1_180,RS_GCF_000518785,-43.93,367,-0.11970027247956404
NZ_JAEG01000002.1_181,RS_GCF_000518785,-147.81,1119,-0.1320911528150134
NZ_JAEG01000002.1_182,RS_GCF_000518785,-33.71000000000001,682,-0.04942815249266863
NZ_JAEG01000002.1_183,RS_GCF_000518785,-69.9,741,-0.09433198380566803
NZ_JAEG01000002.1_184,RS_GCF_000518785,-37.52000000000001,684,-0.05485380116959066
NZ_JAEG01000002.1_185,RS_GCF_000518785,-107.69000000000001,813,-0.13246002460024603
NZ_JAEG01000002.1_186,RS_GCF_000518785,-329.76,2409,-0.13688667496886675
NZ_JAEG01000002.1_187,RS_GCF_000518785,-163.8,544,-0.30110294117647063
NZ_JAEG01000002.1_188,RS_GCF_000518785,-119.68,855,-0.1399766081871345
NZ_JAEG01000002.1_189,RS_GCF_000518785,-13.95,172,-0.0811046511627907
NZ_JAEG01000002.1_190,RS_GCF_000518785,-58.089999999999996,433,-0.13415704387990762
NZ_JAEG01000002.1_191,RS_GCF_000518785,-21.719999999999995,870,-0.024965517241379305
NZ_JAEG01000002.1_192,RS_GCF_000518785,-333.46,2329,-0.14317732932589095
NZ_JAEG01000002.1_193,RS_GCF_000518785,-70.03,449,-0.15596881959910913
NZ_JAEG01000002.1_194,RS_GCF_000518785,-127.22,1108,-0.11481949458483755
NZ_JAEG01000002.1_195,RS_GCF_000518785,-52.150000000000006,470,-0.11095744680851065
NZ_JAEG01000002.1_196,RS_GCF_000518785,-111.97,780,-0.14355128205128204
NZ_JAEG01000002.1_197,RS_GCF_000518785,-169.67000000000002,583,-0.2910291595197256
NZ_JAEG01000002.1_198,RS_GCF_000518785,-67.95,309,-0.21990291262135922
NZ_JAEG01000002.1_199,RS_GCF_000518785,-529.39,1517,-0.34897165458141066
NZ_JAEG01000002.1_200,RS_GCF_000518785,-333.53000000000003,2652,-0.12576546003016592
NZ_JAEG01000002.1_201,RS_GCF_000518785,-215.94,1501,-0.14386409060626248
NZ_JAEG01000002.1_202,RS_GCF_000518785,-269.78999999999996,2013,-0.13402384500745154
NZ_JAEG01000002.1_203,RS_GCF_000518785,-329.63000000000005,995,-0.33128643216080406
NZ_JAEG01000002.1_204,RS_GCF_000518785,-195.94,1767,-0.11088851160158461
NZ_JAEG01000002.1_205,RS_GCF_000518785,-16.03,353,-0.04541076487252125
NZ_JAEG01000002.1_206,RS_GCF_000518785,-588.15,4308,-0.136525069637883
NZ_JAEG01000002.1_207,RS_GCF_000518785,-446.26,3779,-0.11808944165123048
NZ_JAEG01000002.1_208,RS_GCF_000518785,-119.66,730,-0.1639178082191781
NZ_JAEG01000002.1_209,RS_GCF_000518785,-85.75999999999999,1123,-0.07636687444345502
NZ_JAEG01000002.1_210,RS_GCF_000518785,-540.57,1928,-0.2803786307053942
NZ_JAEG01000002.1_211,RS_GCF_000518785,-78.05999999999999,285,-0.27389473684210525
NZ_JAEG01000002.1_212,RS_GCF_000518785,-330.21000000000004,2208,-0.14955163043478262
NZ_JAEG01000002.1_213,RS_GCF_000518785,-140.02999999999997,625,-0.22404799999999997
NZ_JAEG01000002.1_214,RS_GCF_000518785,-51.71,457,-0.11315098468271335
NZ_JAEG01000002.1_215,RS_GCF_000518785,-147.63,1065,-0.13861971830985914
NZ_JAEG01000002.1_216,RS_GCF_000518785,-103.73999999999998,937,-0.11071504802561365
NZ_JAEG01000002.1_217,RS_GCF_000518785,-281.93999999999994,2104,-0.1340019011406844
NZ_JAEG01000002.1_218,RS_GCF_000518785,-341.53,1979,-0.17257705912076804
NZ_JAEG01000002.1_219,RS_GCF_000518785,-780.7199999999999,5715,-0.13660892388451443
NZ_JAEG01000002.1_220,RS_GCF_000518785,-113.72,931,-0.12214822771213749
NZ_JAEG01000002.1_221,RS_GCF_000518785,-99.68999999999997,1076,-0.09264869888475834
NZ_JAEG01000002.1_222,RS_GCF_000518785,-433.11,2083,-0.20792606817090736
NZ_JAEG01000002.1_223,RS_GCF_000518785,-265.40000000000003,2191,-0.12113190324052946
NZ_JAEG01000002.1_224,RS_GCF_000518785,-141.63,467,-0.30327623126338327
NZ_JAEG01000002.1_225,RS_GCF_000518785,-107.77000000000001,635,-0.1697165354330709
NZ_JAEG01000002.1_226,RS_GCF_000518785,-401.58,2659,-0.1510267017675818
NZ_JAEG01000002.1_227,RS_GCF_000518785,-165.8,1219,-0.13601312551271535
NZ_JAEG01000002.1_228,RS_GCF_000518785,-802.54,2375,-0.3379115789473684
NZ_JAEG01000002.1_229,RS_GCF_000518785,-811.8199999999999,2621,-0.30973674170164056
NZ_JAEG01000002.1_230,RS_GCF_000518785,-938.72,3448,-0.27225058004640373
NZ_JAEG01000002.1_231,RS_GCF_000518785,-189.67000000000002,517,-0.3668665377176016
NZ_JAEG01000002.1_232,RS_GCF_000518785,-371.46999999999997,1025,-0.36240975609756093
NZ_JAEG01000002.1_233,RS_GCF_000518785,-85.65,831,-0.10306859205776174
NZ_JAEG01000002.1_234,RS_GCF_000518785,-646.5699999999999,1844,-0.3506344902386117
NZ_JAEG01000002.1_235,RS_GCF_000518785,-405.45,3250,-0.12475384615384615
NZ_JAEG01000002.1_236,RS_GCF_000518785,-160.26,1106,-0.1449005424954792
NZ_JAEG01000002.1_237,RS_GCF_000518785,-211.49,2103,-0.10056585829767
NZ_JAEG01000002.1_238,RS_GCF_000518785,-263.93999999999994,1857,-0.14213247172859447
NZ_JAEG01000002.1_239,RS_GCF_000518785,-47.8,362,-0.1320441988950276
NZ_JAEG01000002.1_240,RS_GCF_000518785,-289.34000000000003,2003,-0.14445332001997005
NZ_JAEG01000002.1_241,RS_GCF_000518785,-141.56,1037,-0.13650916104146577
NZ_JAEG01000002.1_242,RS_GCF_000518785,-133.73000000000002,934,-0.14317987152034264
NZ_JAEG01000002.1_243,RS_GCF_000518785,-233.24000000000004,676,-0.3450295857988166
NZ_JAEG01000002.1_244,RS_GCF_000518785,-604.5600000000001,2218,-0.27256988277727684
NZ_JAEG01000002.1_245,RS_GCF_000518785,-377.74,1707,-0.2212888107791447
NZ_JAEG01000002.1_246,RS_GCF_000518785,-169.51,1578,-0.10742078580481622
NZ_JAEG01000002.1_247,RS_GCF_000518785,-517.15,3421,-0.15116924875767318
NZ_JAEG01000002.1_248,RS_GCF_000518785,-515.0400000000001,1530,-0.3366274509803922
NZ_JAEG01000002.1_249,RS_GCF_000518785,-30.040000000000003,401,-0.07491271820448879
NZ_JAEG01000002.1_250,RS_GCF_000518785,-708.45,3926,-0.18045084055017832
NZ_JAEG01000002.1_251,RS_GCF_000518785,-319.93,2063,-0.15507998061076103
NZ_JAEG01000002.1_252,RS_GCF_000518785,-133.89,1014,-0.1320414201183432
NZ_JAEG01000002.1_253,RS_GCF_000518785,-447.56,2207,-0.20279111916628909
NZ_JAEG01000002.1_254,RS_GCF_000518785,-289.24,2114,-0.13682119205298013
NZ_JAEG01000002.1_255,RS_GCF_000518785,-143.79,1232,-0.11671266233766234
NZ_JAEG01000002.1_256,RS_GCF_000518785,-40.010000000000005,752,-0.05320478723404256
NZ_JAEG01000002.1_257,RS_GCF_000518785,-151.98000000000002,1593,-0.09540489642184559
NZ_JAEG01000002.1_258,RS_GCF_000518785,-185.60999999999999,1104,-0.168125
NZ_JAEG01000002.1_259,RS_GCF_000518785,-51.71,586,-0.08824232081911262
NZ_JAEG01000002.1_260,RS_GCF_000518785,-274.90999999999997,2040,-0.1347598039215686
NZ_JAEG01000002.1_261,RS_GCF_000518785,-23.73,672,-0.035312500000000004
NZ_JAEG01000002.1_262,RS_GCF_000518785,-125.96,703,-0.17917496443812234
NZ_JAEG01000002.1_263,RS_GCF_000518785,-60.14,550,-0.10934545454545455
NZ_JAEG01000002.1_264,RS_GCF_000518785,-83.90999999999998,558,-0.15037634408602146
NZ_JAEG01000002.1_265,RS_GCF_000518785,-103.75999999999999,785,-0.13217834394904457
NZ_JAEG01000002.1_266,RS_GCF_000518785,-105.59,686,-0.15392128279883383
NZ_JAEG01000002.1_267,RS_GCF_000518785,-215.8,1294,-0.16676970633693974
NZ_JAEG01000002.1_268,RS_GCF_000518785,-121.76999999999998,675,-0.18039999999999998
NZ_JAEG01000002.1_269,RS_GCF_000518785,-118.13,770,-0.15341558441558442
NZ_JAEG01000002.1_270,RS_GCF_000518785,-122.07999999999997,749,-0.16299065420560743
NZ_JAEG01000002.1_271,RS_GCF_000518785,-61.19000000000001,943,-0.06488865323435844
NZ_JAEG01000002.1_272,RS_GCF_000518785,-165.39999999999998,1534,-0.10782268578878747
NZ_JAEG01000002.1_273,RS_GCF_000518785,-209.75,1457,-0.1439601921757035
NZ_JAEG01000002.1_274,RS_GCF_000518785,-33.56,597,-0.05621440536013401
NZ_JAEG01000002.1_275,RS_GCF_000518785,-147.23000000000002,1374,-0.1071542940320233
NZ_JAEG01000002.1_276,RS_GCF_000518785,-452.94,1878,-0.24118210862619807
NZ_JAEG01000002.1_277,RS_GCF_000518785,-183.8,388,-0.4737113402061856
NZ_JAEG01000002.1_278,RS_GCF_000518785,-235.44,1929,-0.12205287713841369
NZ_JAEG01000002.1_279,RS_GCF_000518785,-410.09000000000003,3479,-0.1178758263868928
NZ_JAEG01000002.1_280,RS_GCF_000518785,-151.82,889,-0.1707761529808774
NZ_JAEG01000002.1_281,RS_GCF_000518785,-231.35999999999996,1870,-0.12372192513368982
NZ_JAEG01000002.1_282,RS_GCF_000518785,-497.55999999999995,2986,-0.16663094440723375
NZ_JAEG01000002.1_283,RS_GCF_000518785,-542.97,2669,-0.2034357437242413
NZ_JAEG01000002.1_284,RS_GCF_000518785,-686.55,2184,-0.3143543956043956
NZ_JAEG01000002.1_285,RS_GCF_000518785,-255.83,1823,-0.14033461327482172
NZ_JAEG01000002.1_286,RS_GCF_000518785,-50.02999999999999,437,-0.11448512585812354
NZ_JAEG01000002.1_287,RS_GCF_000518785,-52.040000000000006,238,-0.21865546218487397
NZ_JAEG01000002.1_288,RS_GCF_000518785,-251.91,1631,-0.15445125689760883
NZ_JAEG01000002.1_289,RS_GCF_000518785,25.819999999999997,2394,0.010785296574770257
NZ_JAEG01000002.1_290,RS_GCF_000518785,-130.02,886,-0.14674943566591422
NZ_JAEG01000002.1_291,RS_GCF_000518785,-80.16,544,-0.14735294117647058
NZ_JAEG01000002.1_292,RS_GCF_000518785,-187.72,1505,-0.12473089700996677
NZ_JAEG01000002.1_293,RS_GCF_000518785,-273.79999999999995,1659,-0.16503918022905362
NZ_JAEG01000002.1_294,RS_GCF_000518785,-103.93000000000002,898,-0.11573496659242764
NZ_JAEG01000002.1_295,RS_GCF_000518785,-145.89,906,-0.16102649006622516
NZ_JAEG01000002.1_296,RS_GCF_000518785,-157.75,885,-0.17824858757062148
NZ_JAEG01000002.1_297,RS_GCF_000518785,-842.45,3294,-0.2557528840315726
NZ_JAEG01000002.1_298,RS_GCF_000518785,-550.6,1987,-0.2771011575239054
NZ_JAEG01000002.1_299,RS_GCF_000518785,-122.01999999999998,779,-0.15663671373555837
NZ_JAEG01000002.1_300,RS_GCF_000518785,-99.89999999999999,712,-0.14030898876404493
NZ_JAEG01000002.1_301,RS_GCF_000518785,-217.69,1343,-0.16209233060312733
NZ_JAEG01000002.1_302,RS_GCF_000518785,-236.3,1683,-0.14040404040404042
NZ_JAEG01000002.1_303,RS_GCF_000518785,-58.02,780,-0.07438461538461538
NZ_JAEG01000002.1_304,RS_GCF_000518785,-255.36000000000004,2062,-0.12384093113482059
NZ_JAEG01000002.1_305,RS_GCF_000518785,-119.94999999999999,502,-0.2389442231075697
NZ_JAEG01000002.1_306,RS_GCF_000518785,-307.19,1808,-0.16990597345132744
NZ_JAEG01000002.1_307,RS_GCF_000518785,-203.48999999999995,684,-0.29749999999999993
NZ_JAEG01000002.1_308,RS_GCF_000518785,-275.26,2397,-0.11483521068001669
NZ_JAEG01000002.1_309,RS_GCF_000518785,-257.72,2103,-0.12254873989538756
NZ_JAEG01000002.1_310,RS_GCF_000518785,-95.96000000000001,856,-0.11210280373831777
NZ_JAEG01000002.1_311,RS_GCF_000518785,-237.5,780,-0.30448717948717946
NZ_JAEG01000002.1_312,RS_GCF_000518785,-217.87,1616,-0.13482054455445544
NZ_JAEG01000002.1_313,RS_GCF_000518785,-155.7,605,-0.2573553719008264
NZ_JAEG01000002.1_314,RS_GCF_000518785,-267.48,787,-0.33987293519695044
NZ_JAEG01000002.1_315,RS_GCF_000518785,-119.52000000000001,1290,-0.09265116279069768
NZ_JAEG01000002.1_316,RS_GCF_000518785,-443.02,1475,-0.30035254237288134
NZ_JAEG01000002.1_317,RS_GCF_000518785,-185.49,1715,-0.10815743440233237
NZ_JAEG01000002.1_318,RS_GCF_000518785,-76.23,353,-0.2159490084985836
NZ_JAEG01000002.1_319,RS_GCF_000518785,-89.72,622,-0.1442443729903537
NZ_JAEG01000002.1_320,RS_GCF_000518785,-582.03,3719,-0.15650174778166173
NZ_JAEG01000002.1_321,RS_GCF_000518785,-191.26,1828,-0.10462800875273523
NZ_JAEG01000002.1_322,RS_GCF_000518785,-349.48,2402,-0.1454954204829309
NZ_JAEG01000002.1_323,RS_GCF_000518785,-309.72999999999996,1719,-0.18018033740546827
NZ_JAEG01000002.1_324,RS_GCF_000518785,-368.92,3013,-0.12244274809160306
NZ_JAEG01000002.1_325,RS_GCF_000518785,-524.3499999999999,2041,-0.2569083782459578
NZ_JAEG01000002.1_326,RS_GCF_000518785,-373.42,2264,-0.16493816254416963
NZ_JAEG01000002.1_327,RS_GCF_000518785,-179.67999999999998,1480,-0.1214054054054054
NZ_JAEG01000002.1_328,RS_GCF_000518785,-303.8,1920,-0.15822916666666667
NZ_JAEG01000002.1_329,RS_GCF_000518785,-57.84,811,-0.07131935881627621
NZ_JAEG01000002.1_330,RS_GCF_000518785,-177.81,1591,-0.11175989943431804
NZ_JAEG01000002.1_331,RS_GCF_000518785,-145.01999999999998,1669,-0.08689035350509286
NZ_JAEG01000002.1_332,RS_GCF_000518785,-319.24,2166,-0.14738688827331486
NZ_JAEG01000002.1_333,RS_GCF_000518785,-21.700000000000003,476,-0.04558823529411765
NZ_JAEG01000002.1_334,RS_GCF_000518785,-333.62,2419,-0.1379164944191815
NZ_JAEG01000002.1_335,RS_GCF_000518785,-539.23,3667,-0.14704935914916825
NZ_JAEG01000002.1_336,RS_GCF_000518785,-166.05,1142,-0.1454028021015762
NZ_JAEG01000002.1_337,RS_GCF_000518785,-640.48,1955,-0.32761125319693096
NZ_JAEG01000002.1_338,RS_GCF_000518785,-275.75,1627,-0.16948371235402582
NZ_JAEG01000002.1_339,RS_GCF_000518785,-157.73,1009,-0.1563230921704658
NZ_JAEG01000002.1_340,RS_GCF_000518785,-201.85,1232,-0.16383928571428572
NZ_JAEG01000002.1_341,RS_GCF_000518785,-70.81000000000003,1502,-0.04714380825565914
NZ_JAEG01000002.1_342,RS_GCF_000518785,-129.61,1012,-0.12807312252964428
NZ_JAEG01000002.1_343,RS_GCF_000518785,-290.99,3431,-0.08481200816088603
NZ_JAEG01000002.1_344,RS_GCF_000518785,-223.73,1483,-0.1508631153068105
NZ_JAEG01000002.1_345,RS_GCF_000518785,-63.72999999999999,648,-0.09834876543209875
NZ_JAEG01000002.1_346,RS_GCF_000518785,-495.12,1587,-0.31198487712665407
NZ_JAEG01000002.1_347,RS_GCF_000518785,-81.57,1072,-0.07609141791044775
NZ_JAEG01000002.1_348,RS_GCF_000518785,-139.70999999999998,1003,-0.13929212362911264
NZ_JAEG01000002.1_349,RS_GCF_000518785,-13.600000000000007,954,-0.014255765199161432
NZ_JAEG01000002.1_350,RS_GCF_000518785,-179.67000000000002,1359,-0.1322075055187638
NZ_JAEG01000002.1_351,RS_GCF_000518785,-313.33,3284,-0.09541108404384896
NZ_JAEG01000002.1_352,RS_GCF_000518785,-291.55,991,-0.29419778002018165
NZ_JAEG01000002.1_353,RS_GCF_000518785,-65.9,419,-0.15727923627684964
NZ_JAEG01000002.1_354,RS_GCF_000518785,-63.85,739,-0.08640054127198918
NZ_JAEG01000002.1_355,RS_GCF_000518785,-351.53,1280,-0.2746328125
