genome_accession,genome_avg_NOSC
RS_GCF_000518805,-0.14956594793309008
GB_GCA_015064255,-0.16603892993657918
RS_GCF_003326755,-0.13995930504269896
GB_GCA_014729665,-0.16259648313195693
GB_GCA_003694465,-0.14060992982715087
GB_GCA_014860115,-0.18934179445815547
RS_GCF_903645355,-0.12526338637646844
RS_GCF_900130075,-0.1611902878013212
GB_GCA_015489555,-0.23442505593300775
RS_GCF_011039085,-0.14456916206215498
GB_GCA_016192825,-0.1472859385867474
RS_GCF_003287495,-0.15422643125696492
RS_GCF_016907515,-0.12295988956601071
RS_GCF_000762405,-0.15871292960868652
GB_GCA_903927265,-0.13449278445177013
RS_GCF_007993045,-0.1430047435870224
GB_GCA_003162475,-0.14048022308779667
GB_GCA_900555545,-0.1514071737789567
GB_GCA_014801235,-0.156467150630196
GB_GCA_015711825,-0.14146307728414081
RS_GCF_014193515,-0.16140326193288132
RS_GCF_010667645,-0.11989928754816341
GB_GCA_017408525,-0.1455087659523723
GB_GCA_017961365,-0.17706654523742374
RS_GCF_000717185,-0.10953016507655984
GB_GCA_910578395,-0.14820095468394476
GB_GCA_017480565,-0.1623042767642141
RS_GCF_016865425,-0.11241142453564988
GB_GCA_903928655,-0.19924333269885583
GB_GCA_002256115,-0.1486579557842429
GB_GCA_002364555,-0.11544013300894365
GB_GCA_011333355,-0.22677385346034065
GB_GCA_012517285,-0.21321159229907477
RS_GCF_900110285,-0.1285081954646556
GB_GCA_002707155,-0.17404643597261932
RS_GCF_003265325,-0.14156872219757
RS_GCF_004346865,-0.138852732289431
RS_GCF_003344625,-0.11990319774255576
RS_GCF_009728935,-0.1863312402957169
GB_GCA_002389265,-0.1457849380573034
RS_GCF_014253015,-0.106528743743357
RS_GCF_000257905,-0.180917345094255
RS_GCF_012939995,-0.14304806996485056
GB_GCA_018825765,-0.20550752357307675
GB_GCA_000434195,-0.1982418201308779
GB_GCA_017434295,-0.19225131855993843
RS_GCF_900537115,-0.1345309123700155
GB_GCA_003557965,-0.17959991277662413
GB_GCA_900316685,-0.13985650120823065
GB_GCA_002483005,-0.14198859718406376
GB_GCA_003556925,-0.23701536015507169
RS_GCF_000577275,-0.1470715072278548
GB_GCA_018065765,-0.15226033067039907
RS_GCF_001418205,-0.15935015449035395
GB_GCA_018224415,-0.1378651885755708
RS_GCF_900104265,-0.14644982153779715
GB_GCA_001770935,-0.14743538334905232
RS_GCF_006974125,-0.12740279172372174
GB_GCA_018650795,-0.15154369957847103
GB_GCA_015660155,-0.14607971254185678
GB_GCA_902547955,-0.22527727721521004
GB_GCA_900553005,-0.16582222135945823
GB_GCA_905372515,-0.22018637244189154
GB_GCA_902762505,-0.14512538288836074
GB_GCA_002250475,-0.11506534280533992
GB_GCA_003248605,-0.12760989640619966
GB_GCA_013215815,-0.1447376303501004
GB_GCA_905234915,-0.19029273915040573
GB_GCA_009774895,-0.13261496658417668
GB_GCA_014238285,-0.14624774521434902
GB_GCA_003564505,-0.17807243844537737
GB_GCA_016871495,-0.12973593140774795
GB_GCA_015068175,-0.1489083771866845
RS_GCF_003352465,-0.17576899334156337
RS_GCF_003051105,-0.16268992350276676
GB_GCA_002404195,-0.16245228433720096
GB_GCA_003150225,-0.1576665207943502
GB_GCA_002162695,-0.16334599683372353
GB_GCA_016710635,-0.1482766308044015
GB_GCA_905235825,-0.18937885340599395
GB_GCA_009785715,-0.12013853900525479
GB_GCA_002321895,-0.16267793497065317
RS_GCF_008326305,-0.14953935190247408
RS_GCF_013359815,-0.12313845253188241
GB_GCA_900767885,-0.1800418077680758
GB_GCA_017631215,-0.1416249058569256
RS_GCF_003814915,-0.14677460658711972
GB_GCA_004322435,-0.14619794689655013
GB_GCA_014381925,-0.176449165985092
GB_GCA_017612935,-0.15556596328559802
RS_GCF_016900875,-0.15625585415733892
GB_GCA_002401155,-0.16046045748663423
GB_GCA_016281165,-0.15540099456836431
RS_GCF_011038795,-0.1768874229976666
RS_GCF_000935215,-0.14352895067693822
GB_GCA_902542165,-0.2304995591514963
RS_GCF_900290265,-0.2065695691118602
GB_GCA_017399305,-0.15664220018012062
GB_GCA_900554635,-0.20405309894323426
GB_GCA_902612345,-0.22353107785432752
RS_GCF_014696355,-0.1694764573977866
RS_GCF_009901525,-0.18284048085449192
GB_GCA_017458765,-0.16031400013468142
RS_GCF_000508225,-0.19937744680122121
GB_GCA_902774995,-0.14486827488747492
GB_GCA_910577275,-0.1666869844147935
RS_GCF_003228315,-0.15083483306323087
RS_GCF_002916655,-0.12766847694664044
RS_GCF_003177035,-0.12389386026198898
RS_GCF_003148565,-0.15984691636966072
GB_GCA_019012925,-0.2196557896662875
RS_GCF_017872795,-0.11613168266681895
GB_GCA_903936775,-0.13933878416249634
RS_GCF_000233455,-0.1611959881758277
RS_GCF_000621865,-0.17050851843696305
GB_GCA_016719165,-0.17901919140774036
RS_GCF_001047675,-0.16129619169156034
RS_GCF_900129935,-0.1905324792776185
GB_GCA_002695905,-0.12808992514620288
GB_GCA_903837605,-0.1801656646352892
GB_GCA_000814665,-0.15991303026074474
RS_GCF_002018875,-0.14908170511714972
RS_GCF_014904745,-0.14086005031925553
GB_GCA_011526335,-0.1742493842845256
GB_GCA_902567635,-0.1989914653071211
GB_GCA_009918005,-0.15488876923029854
GB_GCA_002239105,-0.10806338813967459
GB_GCA_012520725,-0.18140801026781234
RS_GCF_018127965,-0.15906836251801862
GB_GCA_017469645,-0.20768372713332756
RS_GCF_002964845,-0.19625260870783673
RS_GCF_014283215,-0.13668315447129403
GB_GCA_013695915,-0.1206804816859511
GB_GCA_018054745,-0.14151944284061743
RS_GCF_000424305,-0.1690330234492991
GB_GCA_009886205,-0.14203060134392298
RS_GCF_000430645,-0.179478555388601
GB_GCA_016795255,-0.12807194614453932
RS_GCF_003688345,-0.1864540433514352
GB_GCA_016649905,-0.12482979110317906
RS_GCF_001439925,-0.19440961989640096
GB_GCA_905215055,-0.15074461103680423
GB_GCA_015061055,-0.1662615607399287
RS_GCF_001552435,-0.12081472087424547
GB_GCA_011375275,-0.1540339860561314
RS_GCF_001482365,-0.115506801844998
RS_GCF_003860525,-0.1863210527601955
RS_GCF_014131735,-0.16850685795940273
GB_GCA_900540705,-0.19926836720538876
GB_GCA_002347985,-0.166877133985163
GB_GCA_016926135,-0.16962132440979863
RS_GCF_003385775,-0.12346249318342327
GB_GCA_900553675,-0.16258633504083925
RS_GCF_019084545,-0.14441840756463412
RS_GCF_014863585,-0.14960566620766602
GB_GCA_016841065,-0.13498275677965405
GB_GCA_003446375,-0.19862714225360115
GB_GCA_014653355,-0.2288647699070458
GB_GCA_902522585,-0.20233818852851984
GB_GCA_013001575,-0.1521458329712016
GB_GCA_011049365,-0.20862803795066415
GB_GCA_016871515,-0.13960292800121454
GB_GCA_015233785,-0.14190895389209743
GB_GCA_910579645,-0.1544849199011397
RS_GCF_000767465,-0.1280901911402194
GB_GCA_004561555,-0.15318626109851824
RS_GCF_002836595,-0.19801156184341565
GB_GCA_011363785,-0.2259467162156941
GB_GCA_012729155,-0.14181937219144686
GB_GCA_003648455,-0.19796948592845168
GB_GCA_002321305,-0.12941795308172488
GB_GCA_003511465,-0.19495825343639794
RS_GCF_000430545,-0.1985854550679127
GB_GCA_012838795,-0.1771200467790414
RS_GCF_010092425,-0.13443927866319766
GB_GCA_017477555,-0.1300646331895075
GB_GCA_017430135,-0.1903961810565493
RS_GCF_016820575,-0.13724632468122258
GB_GCA_003022435,-0.09355287175088585
GB_GCA_017857755,-0.17209869537720074
GB_GCA_014728115,-0.15640374055715922
GB_GCA_900554845,-0.14596466524019466
GB_GCA_002733415,-0.18396736142762884
GB_GCA_009781475,-0.17801497549174697
GB_GCA_016711825,-0.1735287913602601
RS_GCF_003056355,-0.1487495468211003
RS_GCF_900141915,-0.1272882396365865
GB_GCA_015075645,-0.13694664925274705
GB_GCA_017940415,-0.17038599000826654
GB_GCA_000999465,-0.20019650063620978
RS_GCF_017355885,-0.13219111491930702
GB_GCA_903907075,-0.1826417363325332
GB_GCA_016125005,-0.14191313482478468
GB_GCA_007693635,-0.1590310790360829
RS_GCF_004519545,-0.11430130672686947
GB_GCA_000830415,-0.16273978509337186
RS_GCF_001941625,-0.10786535518955942
GB_GCA_018266965,-0.19351704072315598
GB_GCA_005405945,-0.10231811971904377
GB_GCA_005893365,-0.12534630026522153
GB_GCA_002684495,-0.13112129220445132
GB_GCA_004357495,-0.13594193432246168
RS_GCF_003252795,-0.182382153056083
GB_GCA_902601705,-0.2311528597577738
GB_GCA_017549105,-0.16642403863561336
RS_GCF_001012825,-0.1776822853899624
GB_GCA_900557355,-0.15544721345625198
RS_GCF_900129665,-0.17091063926403263
RS_GCF_000949425,-0.17921162088167478
GB_GCA_009594995,-0.15117509291106512
GB_GCA_903959715,-0.19988335645176106
GB_GCA_018380115,-0.1563096065703109
GB_GCA_003152255,-0.13707837355845465
GB_GCA_014239555,-0.11547548799269025
GB_GCA_902805845,-0.11455567502263143
GB_GCA_902599405,-0.20773877860420875
GB_GCA_002868985,-0.19241216620735532
RS_GCF_000159135,-0.13506827400560342
GB_GCA_002772825,-0.21015475898507188
GB_GCA_017448185,-0.14379613649012787
GB_GCA_017853205,-0.1451252071103074
GB_GCA_003599175,-0.16070538071361729
GB_GCA_002492075,-0.15717724115902829
GB_GCA_013285805,-0.1724698889035749
GB_GCA_900759565,-0.13061423506485825
GB_GCA_017695065,-0.1427508301251976
GB_GCA_001776545,-0.2183225658572235
RS_GCF_002067135,-0.15377754305047736
RS_GCF_000711885,-0.1462271045939938
RS_GCF_014641655,-0.12206923200005447
GB_GCA_009782865,-0.12797611366742637
RS_GCF_004768785,-0.17266845507295844
GB_GCA_002696205,-0.13181713768075215
GB_GCA_011051425,-0.14899074701448295
RS_GCF_000024325,-0.1428715313186382
RS_GCF_016860525,-0.10861919376547523
GB_GCA_900546485,-0.1525968751098196
GB_GCA_903865895,-0.14654269947779347
GB_GCA_002375205,-0.20439133969279047
GB_GCA_017411935,-0.16981286104940652
GB_GCA_902781305,-0.16490980924429274
GB_GCA_902520385,-0.18056405222557698
GB_GCA_001790515,-0.15555486082176612
GB_GCA_019243635,-0.11344581084823059
RS_GCF_900156225,-0.136282958296006
GB_GCA_001794015,-0.20462976104264743
GB_GCA_011362395,-0.16563494126315628
RS_GCF_002204745,-0.15047511711149053
RS_GCF_000615805,-0.18490910985849043
GB_GCA_005776945,-0.1062012902845797
RS_GCF_012958305,-0.11923872872364205
GB_GCA_002729765,-0.14684103907033844
RS_GCF_001020985,-0.14237490654429968
GB_GCA_002792315,-0.19477848475903795
RS_GCF_001854185,-0.20624541191994508
RS_GCF_002804125,-0.21630437752131004
RS_GCF_000348725,-0.1725288393730992
GB_GCA_000753455,-0.20999933359383757
GB_GCA_018268355,-0.14989120344647788
GB_GCA_009920815,-0.147846934777387
GB_GCA_902630885,-0.18172796524690848
GB_GCA_001829715,-0.19679272488870225
RS_GCF_014323565,-0.12478838733277803
GB_GCA_016178595,-0.16320671415118856
GB_GCA_902577765,-0.19007249934029774
GB_GCA_000403945,-0.1415097650219586
GB_GCA_013426815,-0.19101181724426164
RS_GCF_003364295,-0.21554623955727503
GB_GCA_017414605,-0.15972826076684493
RS_GCF_015101885,-0.14116253680653168
GB_GCA_003641785,-0.20776456677731758
GB_GCA_900319675,-0.16536530691047702
GB_GCA_902584445,-0.18393279213070185
GB_GCA_017520185,-0.18641269005766947
RS_GCF_000377505,-0.15872468626814168
RS_GCF_003339645,-0.12938986860175827
GB_GCA_015487515,-0.14758608636736176
GB_GCA_017457015,-0.19228382548121753
GB_GCA_007695125,-0.12904175161349588
GB_GCA_001897855,-0.17107428129560595
GB_GCA_011047105,-0.17326685609046227
GB_GCA_017853435,-0.13412600355549606
RS_GCF_012277315,-0.19219825496991644
RS_GCF_001413925,-0.1593145003680905
GB_GCA_017857855,-0.17573792288204246
GB_GCA_903858085,-0.15507020465455004
GB_GCA_012522835,-0.17809806485873172
RS_GCF_003096275,-0.13354129371782744
GB_GCA_902792895,-0.13957571348321723
RS_GCF_006542425,-0.12492120680249902
GB_GCA_902513515,-0.17745648333933564
GB_GCA_014359765,-0.13572094907750537
RS_GCF_001945365,-0.15164237499653346
RS_GCF_000422825,-0.12026897269663268
GB_GCA_002714185,-0.18294186967740975
GB_GCA_002438575,-0.15024544350580782
GB_GCA_002478885,-0.16931638275034322
GB_GCA_009776955,-0.14807536000467347
RS_GCF_003991205,-0.12328409877760342
GB_GCA_900770585,-0.14920116845773998
GB_GCA_017984435,-0.1591938941044437
GB_GCA_016789225,-0.17593106901056343
RS_GCF_900108025,-0.19654846723170058
GB_GCA_013002375,-0.11435017751191565
RS_GCF_000264055,-0.19381276303521822
GB_GCA_905212505,-0.2000783484258511
GB_GCA_017397125,-0.1444338293629845
GB_GCA_002454195,-0.19160480030558738
RS_GCF_011881425,-0.14068061531541723
GB_GCA_900551505,-0.16982705495696518
RS_GCF_004364585,-0.12396333048407766
GB_GCA_003483745,-0.16810356868797474
GB_GCA_016181965,-0.20968673170208266
GB_GCA_900543625,-0.14953664057746882
GB_GCA_900556205,-0.13331391812605234
GB_GCA_016208345,-0.1741748226895662
GB_GCA_017936615,-0.15309166843349586
GB_GCA_007130045,-0.1288915057822484
GB_GCA_905201285,-0.16035234862927958
GB_GCA_016278725,-0.13718093542450788
GB_GCA_009693835,-0.14396717774722045
GB_GCA_903892515,-0.1345564922775225
RS_GCF_903645295,-0.18540783945037773
GB_GCA_017744795,-0.1729194767194809
GB_GCA_016926185,-0.197869929248271
GB_GCA_011370105,-0.19666521949338645
RS_GCF_002754475,-0.14671841547448297
GB_GCA_001723765,-0.19550693480425804
RS_GCF_000986795,-0.16536862192155863
GB_GCA_002683515,-0.14377527133689896
RS_GCF_000372065,-0.16455003532556162
RS_GCF_001705515,-0.17286729277265833
GB_GCA_902803535,-0.14745802354216497
GB_GCA_015490995,-0.16295626311220113
GB_GCA_013695475,-0.12353735327185608
RS_GCF_900102105,-0.15273493958905437
RS_GCF_902506685,-0.16299346112021262
RS_GCF_001428335,-0.13754727963638086
GB_GCA_018714725,-0.15611889031395326
GB_GCA_018897395,-0.1327927086657283
GB_GCA_018364155,-0.16322783796043577
GB_GCA_016927755,-0.12761691197096067
GB_GCA_018062385,-0.1882234290021641
GB_GCA_902602515,-0.20843229830349408
RS_GCF_006716095,-0.11329796746605662
GB_GCA_002787255,-0.2296491279943979
RS_GCF_017874255,-0.1724076452934871
RS_GCF_018619185,-0.1104157591061265
GB_GCA_905182855,-0.15325930374629856
GB_GCA_009786715,-0.17404038176124112
GB_GCA_017470905,-0.15106949967991348
GB_GCA_003164305,-0.1387229269662187
RS_GCF_010993955,-0.18066876382101585
RS_GCF_001544135,-0.1777356427773279
GB_GCA_013204185,-0.14330615487684364
RS_GCF_003946025,-0.15839607355795413
GB_GCA_900314865,-0.18741561018400552
GB_GCA_018822435,-0.19478794223244766
GB_GCA_016210825,-0.16004338305552915
GB_GCA_012522435,-0.17707219310634625
GB_GCA_017509605,-0.13844617282868213
RS_GCF_016802865,-0.11611440081242341
GB_GCA_017302875,-0.15980338865436883
GB_GCA_017993865,-0.19069197215582734
GB_GCA_009702945,-0.1552442190356944
GB_GCA_012512265,-0.1302804234437642
GB_GCA_903870415,-0.12499819163483206
GB_GCA_009778655,-0.17340617759055674
RS_GCF_000425805,-0.1474926658843132
GB_GCA_016184225,-0.21798481670496445
RS_GCF_000093025,-0.17019767043810696
GB_GCA_910584605,-0.1478917925131985
GB_GCA_013298845,-0.15142744674775557
GB_GCA_910580205,-0.135275532337306
RS_GCF_000758545,-0.1776892924865336
GB_GCA_003170315,-0.13970882802050166
GB_GCA_002291985,-0.14120857276959572
GB_GCA_009691505,-0.20626914875240063
RS_GCF_017086405,-0.1029592245659598
GB_GCA_003635305,-0.14111015623149842
GB_GCA_003557865,-0.16994251104954655
RS_GCF_000376865,-0.11527015555237179
GB_GCA_903944755,-0.19668470584976502
GB_GCA_903854475,-0.1318897905817753
GB_GCA_900539145,-0.18478653615801838
GB_GCA_013044245,-0.17117140738122608
GB_GCA_902618975,-0.2255261194471749
GB_GCA_015061605,-0.16634186061530082
GB_GCA_903822975,-0.1380254510837449
GB_GCA_017992195,-0.1887703210623744
GB_GCA_012689375,-0.18996162623822632
RS_GCF_014192215,-0.1335840707598725
GB_GCA_018063805,-0.18161146432339376
RS_GCF_002812805,-0.12934173732363619
GB_GCA_001412365,-0.18616838120883283
GB_GCA_900549355,-0.13172335599165158
GB_GCA_017411225,-0.1524192810203253
RS_GCF_006494655,-0.1254728213481301
GB_GCA_016204035,-0.1939495610858046
RS_GCF_000421145,-0.13626745617874017
GB_GCA_002355495,-0.11035419417797028
GB_GCA_902517565,-0.16918563004270074
GB_GCA_900317045,-0.13654631361867864
GB_GCA_003539755,-0.19507224796573266
GB_GCA_002419385,-0.15727824885229688
GB_GCA_014728295,-0.14662007798857876
GB_GCA_007376395,-0.19634412109007712
GB_GCA_013693855,-0.1236291812317049
GB_GCA_016764335,-0.15624116206160876
GB_GCA_009704155,-0.14663320182345746
GB_GCA_003524705,-0.18595576500590855
GB_GCA_017560205,-0.17580425617468642
RS_GCF_009792235,-0.17264322989434164
GB_GCA_017406925,-0.1763741609937651
GB_GCA_013817655,-0.12433740812633458
GB_GCA_903917425,-0.18265222990415717
GB_GCA_013298245,-0.13217960786383193
GB_GCA_005798825,-0.17802911787223555
RS_GCF_003611465,-0.1671323598390327
GB_GCA_003501835,-0.17459193483449484
RS_GCF_005938625,-0.14857457476689354
GB_GCA_902604265,-0.22999656735071022
RS_GCF_003470905,-0.1652534401915672
GB_GCA_902572345,-0.23101328005397764
RS_GCF_000008545,-0.21568870447338018
RS_GCF_004364805,-0.13797497050626972
GB_GCA_016743215,-0.18879037825127254
RS_GCF_002096595,-0.1822338459116926
GB_GCA_910589555,-0.15342820993703893
GB_GCA_900770025,-0.1448815993808064
GB_GCA_902606585,-0.17283363525522655
RS_GCF_900105335,-0.13438437893578725
RS_GCF_002101735,-0.12155180699270392
GB_GCA_013140605,-0.17756849703317776
GB_GCA_009700485,-0.15163865739530508
GB_GCA_018399685,-0.15322087502424
GB_GCA_018335555,-0.1152082296020633
RS_GCF_003664125,-0.17417606989767873
GB_GCA_013823485,-0.13827012853871487
RS_GCF_009811755,-0.1374142680806437
GB_GCA_002842655,-0.1764834960157051
RS_GCF_005116675,-0.16849147449728738
RS_GCF_004028275,-0.15711312954355097
GB_GCA_007126855,-0.11658870470761558
GB_GCA_017991895,-0.19376018722315586
GB_GCA_016214855,-0.18049682580129406
GB_GCA_002163245,-0.1564086822977955
GB_GCA_007132585,-0.1735537988866625
RS_GCF_014698935,-0.17387337642525566
GB_GCA_016199425,-0.14537239561888862
GB_GCA_902765585,-0.14075298235740188
GB_GCA_017454745,-0.12798992511630647
RS_GCF_001552375,-0.11729542869078557
GB_GCA_017457225,-0.17205867751553597
GB_GCA_902511755,-0.1935809121039524
GB_GCA_016744515,-0.18605938260128643
RS_GCF_001761545,-0.17742904809783436
GB_GCA_003210825,-0.20414481056770498
GB_GCA_012520615,-0.19423141168581448
GB_GCA_002683735,-0.11529266824494927
GB_GCA_002684355,-0.19184189712779476
RS_GCF_900312745,-0.18239180136292005
GB_GCA_012729975,-0.16318199266533923
RS_GCF_003151135,-0.11786411811079742
RS_GCF_002895485,-0.22697237611803
GB_GCA_900768105,-0.16684101786546626
GB_GCA_002367715,-0.17951382818077488
GB_GCA_000998275,-0.21253787516684902
GB_GCA_016882345,-0.142466284205212
GB_GCA_002682935,-0.1774990583244395
GB_GCA_002792995,-0.17777554885268698
GB_GCA_012799935,-0.2037051552469704
RS_GCF_014204525,-0.1444053300983707
GB_GCA_017308575,-0.1520910677861323
RS_GCF_000422205,-0.1466542504035764
RS_GCF_003057615,-0.18674949039258779
RS_GCF_003721155,-0.11283322466612025
RS_GCF_000400715,-0.16837117801516163
GB_GCA_017450695,-0.13113023076855415
RS_GCF_017792025,-0.17605140868637228
GB_GCA_003565575,-0.17443282744765007
RS_GCF_014884385,-0.1374155107744904
GB_GCA_018432315,-0.14108953749281383
RS_GCF_000698125,-0.1665998159503696
RS_GCF_002179555,-0.12879362122192592
GB_GCA_016285835,-0.149740946419411
GB_GCA_905478195,-0.14369151693772575
GB_GCA_019113395,-0.14842988071327984
GB_GCA_902783935,-0.1477609896132441
RS_GCF_014201705,-0.24029880911229806
GB_GCA_002343505,-0.1283700804620619
GB_GCA_900315505,-0.1486822339306944
RS_GCF_003725775,-0.12841141890355048
RS_GCF_015751715,-0.1313091198812874
GB_GCA_900299185,-0.12509846909610023
GB_GCA_018242105,-0.14486947104334688
GB_GCA_003223455,-0.12302644725329505
RS_GCF_003602275,-0.1276052063609521
GB_GCA_017640745,-0.13920492704030668
GB_GCA_900319635,-0.15275846696612702
GB_GCA_017992395,-0.17410185886367996
RS_GCF_011035165,-0.23107413387673179
GB_GCA_002421645,-0.19276458860930007
RS_GCF_003002055,-0.11850127769205528
RS_GCF_003399765,-0.13010554075571623
RS_GCF_001667035,-0.12042712117429442
RS_GCF_000284315,-0.1724651276615256
RS_GCF_001005315,-0.1813751096666135
RS_GCF_003710085,-0.11916115415295814
GB_GCA_017420825,-0.1796880813409375
GB_GCA_910578105,-0.17346200735242506
RS_GCF_000735435,-0.15938891230897725
RS_GCF_000425545,-0.18716848602420466
GB_GCA_002700765,-0.13829766894870563
RS_GCF_002813775,-0.1327838965735632
GB_GCA_902570785,-0.23323012476436697
GB_GCA_002787355,-0.18404672285755594
RS_GCF_000427805,-0.16137758652072465
GB_GCA_009692845,-0.14190610744333704
GB_GCA_016194375,-0.16538046253686117
GB_GCA_018673475,-0.11481037904270326
GB_GCA_012513435,-0.18096106200852055
GB_GCA_001000035,-0.19424870352640816
RS_GCF_000949135,-0.13305343031773917
GB_GCA_903847655,-0.19440010180156275
GB_GCA_000209465,-0.18949862801077108
GB_GCA_017447445,-0.15134769525949704
GB_GCA_009779935,-0.1650539447395351
RS_GCF_017487345,-0.1284153890663438
RS_GCF_900591205,-0.15358700564211955
GB_GCA_903820035,-0.138366897062465
RS_GCF_000014905,-0.13824973322577594
GB_GCA_902786665,-0.13717948476441677
RS_GCF_004138165,-0.15131226105784235
GB_GCA_900768455,-0.12165411758759749
RS_GCF_000246875,-0.13657665236410915
GB_GCA_005843825,-0.17637413947269728
GB_GCA_903933395,-0.15316713166552803
RS_GCF_000379625,-0.11212384841356768
GB_GCA_017618315,-0.1738716644754657
GB_GCA_002437415,-0.16354728592481685
GB_GCA_015487435,-0.2020121853403917
RS_GCF_002896715,-0.14970306343674594
GB_GCA_002452335,-0.1788988367172984
GB_GCA_900555615,-0.19412036256951581
RS_GCF_004339575,-0.2245060075505313
GB_GCA_002315675,-0.16713001602097138
GB_GCA_900552795,-0.1765186537200271
GB_GCA_017540815,-0.16265611643031755
GB_GCA_905236685,-0.18726219530182206
GB_GCA_902797665,-0.14980439831864606
GB_GCA_005882415,-0.12452877677952001
RS_GCF_005116475,-0.19172887367673125
GB_GCA_008015095,-0.11679567443705179
RS_GCF_001436115,-0.17009733631708346
GB_GCA_017467405,-0.15571947419694035
GB_GCA_905235435,-0.1464664332501298
GB_GCA_000436475,-0.17359711002801395
GB_GCA_001915025,-0.1403077748354521
GB_GCA_015065215,-0.1556678221741049
RS_GCF_003426945,-0.18983924472143135
RS_GCF_001586165,-0.15737081899658753
RS_GCF_009828055,-0.136193988887802
GB_GCA_002477755,-0.12414767882599474
RS_GCF_000745265,-0.13181100289387143
GB_GCA_910587575,-0.15931341806601382
RS_GCF_000760035,-0.20358968697813953
GB_GCA_013388425,-0.14879078976884014
GB_GCA_016932575,-0.16093195112285855
GB_GCA_003151495,-0.13824384969272036
GB_GCA_903885375,-0.10920516284977165
RS_GCF_001678845,-0.16333396247477647
RS_GCF_009939225,-0.1651971445579898
GB_GCA_902629495,-0.12754428985574143
GB_GCA_013298805,-0.18149596783648916
GB_GCA_002421825,-0.15002869488208567
GB_GCA_903893215,-0.13559228700410833
RS_GCF_004770045,-0.20125287394082428
GB_GCA_019118935,-0.14671389664526943
GB_GCA_014729445,-0.21774349994166595
GB_GCA_002371295,-0.15875943551838784
RS_GCF_013415115,-0.13848401467983712
GB_GCA_910583555,-0.15423890648019983
GB_GCA_002371895,-0.163610105377517
RS_GCF_016899955,-0.13446273922805518
RS_GCF_015100395,-0.22385949321046694
GB_GCA_018713465,-0.16777758791137512
GB_GCA_902803315,-0.12327535956011865
GB_GCA_016293805,-0.16116441190311812
GB_GCA_910586955,-0.1657935706829543
GB_GCA_016288055,-0.15146955381331786
GB_GCA_017441705,-0.14934525313769598
RS_GCF_900090235,-0.12237688121197769
RS_GCF_003668575,-0.189630074136478
GB_GCA_017792345,-0.1323321136828366
GB_GCA_015258065,-0.16706193779298112
GB_GCA_002383695,-0.1781438866096455
RS_GCF_004004565,-0.13560504206005813
RS_GCF_000685015,-0.13221084544159842
GB_GCA_900551625,-0.13126430722644256
RS_GCF_001493375,-0.10307710019118585
GB_GCA_012842325,-0.1838610952396639
GB_GCA_007131065,-0.14306970278128614
GB_GCA_000383895,-0.14010214195749068
GB_GCA_007129055,-0.1827292490754393
GB_GCA_017936005,-0.14951923493553376
RS_GCF_000243715,-0.19132108524623473
GB_GCA_016199375,-0.15000532006219636
RS_GCF_903645305,-0.11917861623093261
GB_GCA_002335425,-0.14121871074819092
GB_GCA_905182935,-0.19367785632468618
GB_GCA_012270625,-0.12013171253966454
GB_GCA_002342365,-0.14564950526049272
GB_GCA_014379785,-0.17416420603599572
RS_GCF_000472805,-0.19257158731097174
RS_GCF_014200395,-0.1405843811498757
GB_GCA_902790135,-0.1227773268464353
RS_GCF_005863245,-0.11878036352531764
GB_GCA_018381235,-0.13130805376681892
GB_GCA_003017855,-0.14900906576120826
RS_GCF_018228665,-0.1764801543606937
RS_GCF_007833815,-0.17918343600214898
GB_GCA_016786565,-0.16048255539658182
RS_GCF_900166625,-0.17727785746347935
RS_GCF_900111175,-0.12287137467600603
GB_GCA_004282875,-0.1300738070249829
RS_GCF_014643695,-0.12415876623064882
GB_GCA_016710095,-0.11502867382421132
RS_GCF_005925345,-0.18403302479728945
GB_GCA_903923465,-0.13364157636472676
GB_GCA_002694025,-0.19076075766241635
RS_GCF_000590925,-0.12975342453909805
RS_GCF_000420525,-0.15137778972278862
GB_GCA_016841285,-0.1999029602929718
RS_GCF_900659615,-0.11078116757834325
RS_GCF_003856495,-0.16295877052577878
GB_GCA_001626655,-0.1466645319472635
GB_GCA_003552075,-0.14467624903789558
RS_GCF_902141855,-0.13444931740354835
GB_GCA_007376385,-0.16580937110844238
GB_GCA_902631785,-0.1835287625763467
RS_GCF_900094585,-0.1528624240211229
GB_GCA_013334975,-0.15984382830913016
GB_GCA_902526085,-0.2201874345400111
GB_GCA_001897355,-0.12596677964783298
GB_GCA_004213215,-0.22913545576895325
GB_GCA_904501775,-0.15873610936670055
GB_GCA_017415425,-0.16065271132919434
GB_GCA_017405765,-0.1604845681554653
GB_GCA_902793325,-0.14063313593377755
GB_GCA_017474385,-0.15273500464205125
GB_GCA_003644105,-0.16750832020505443
RS_GCF_016592575,-0.22620356918652496
GB_GCA_905207905,-0.16956835047236132
GB_GCA_900547305,-0.16928524277963186
GB_GCA_002348725,-0.18663463191406604
GB_GCA_016180425,-0.20741050945231532
GB_GCA_009698675,-0.1717164473056677
RS_GCF_000427335,-0.17643478924945186
GB_GCA_003694225,-0.18711152360012046
GB_GCA_017525475,-0.1573262095156065
RS_GCF_000012565,-0.19370148509526877
GB_GCA_900770895,-0.1472904073228788
GB_GCA_009377525,-0.1441373872617601
GB_GCA_003641425,-0.17341810514948527
GB_GCA_017625505,-0.1789240071156657
