,majority_protein_ids,gene_name,num_aas,mw_daltons,red_light_intensity_uE_m_s,copies_per_cell,NC_per,Ce_per,NC_total,Ce_total,NOSC,fraction_transmembrane,fraction_transmembrane_C,condition,growth_mode,stress,dataset,strain,species,organism_key,growth_rate_hr
2992,Q55356,"psb28,psbW,sll1398",112,12590.0,55,6.622126,559.0,-83.84,3701.768434,-555.19904384,-0.1499821109123434,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2993,Q55361,sll0887,446,47599.0,55,1.246246,2106.0,-261.26,2624.594076,-325.59422996,-0.1240550807217473,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2994,Q55362,sll0886,279,30962.0,55,0.19162612,1404.0,-215.43,269.04307248000003,-41.282015031600004,-0.1534401709401709,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2995,Q55366,nirA,502,55926.0,55,3.730924,2488.0,-357.61,9282.538912,-1334.21573164,-0.143733922829582,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2996,Q55367,"cynS,slr0899",149,16532.0,55,0.8916748,750.0,-187.91000000000005,668.7561,-167.55461166800004,-0.2505466666666667,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2997,Q55368,"moeA,slr0900",390,43393.0,55,0.1332548,1963.0,-339.25,261.5791724,-45.206690900000005,-0.1728222109016811,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2998,Q55370,"moaC/mobA,slr0902",347,38379.0,55,0.0612407,1716.0,-341.54,105.0890412,-20.916148678000003,-0.199032634032634,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
2999,Q55372,slr0904,509,55133.0,55,0.05168574,2441.0,-383.56,126.16489134,-19.8245824344,-0.157132322818517,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3000,Q55374,slr0907,1014,115380.0,55,0.6353842,5210.0,-733.45,3310.351682,-466.02254149,-0.1407773512476007,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3001,Q55375,slr0909,450,52495.0,55,1.345486,2364.0,-314.8,3180.728904,-423.5589928,-0.1331641285956006,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3002,Q55376,slr0912,258,29351.0,55,0.4073906,1329.0,-195.04,541.4221074,-79.457462624,-0.1467569601203913,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3003,Q55378,slr0914,598,69458.0,55,0.026459372,3310.0,-955.22,87.58052131999999,-25.274521321839998,-0.2885861027190332,0.3210702341137124,0.3299093655589123,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3004,Q55382,"panD,sll0892",145,16129.000000000002,55,0.0403592,712.0,-111.8,28.735750399999997,-4.51215856,-0.1570224719101123,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3005,Q55383,"mdh,sll0891",324,34345.0,55,1.335208,1518.0,-297.91,2026.845744,-397.77181528,-0.1962516469038208,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3006,Q55385,slr0923,112,12638.0,55,2.174836,572.0,-81.71000000000001,1244.006192,-177.70584956000002,-0.1428496503496503,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3007,Q55386,slr0924,286,31336.0,55,2.458988,1413.0,-311.57,3474.550044,-766.14689116,-0.2205024769992923,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3008,Q55387,natB,454,46672.0,55,4.084978,2040.0,-199.39,8333.35512,-814.50376342,-0.0977401960784313,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3009,Q55389,"ftrC,sll0554",118,13390.0,55,1.506076,574.0,-27.79,864.487624,-41.85385204,-0.0484146341463414,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3010,Q55390,sll0553,345,38269.0,55,1.2567886,1746.0,-317.09000000000003,2194.3528956,-398.515097174,-0.1816093928980527,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3011,Q55392,slr0565,325,35381.0,55,0.9204718,1618.0,-351.01,1489.3233724,-323.094806518,-0.2169406674907293,0.3107692307692307,0.3195302843016069,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3012,Q55393,"dfa1,sll0550",573,63505.0,55,1.524298,2838.0,-406.9,4325.957724,-620.2368561999999,-0.1433756166314305,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3013,Q55396,sll0547,220,24811.0,55,0.04049382,1118.0,-205.76,45.27209076,-8.3320084032,-0.1840429338103756,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3014,Q55397,sll0546,111,11933.0,55,0.120435325,522.0,-88.04999999999998,62.867239649999995,-10.604330366249998,-0.1686781609195402,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3015,Q55403,slr0575,184,20320.0,55,1.4567554,934.0,-247.73,1360.6095436,-360.88201524199997,-0.2652355460385439,0.217391304347826,0.2002141327623126,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3016,Q55404,"acsA,acs,sll0542",653,73051.0,55,2.01652,3278.0,-404.87000000000006,6610.1525599999995,-816.4284524000001,-0.1235112873703477,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3017,Q55406,desC(des9),318,37203.0,55,0.311484,1774.0,-400.13,552.5726159999999,-124.63409291999999,-0.2255524239007891,0.2641509433962264,0.2598647125140924,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3018,Q55407,slr0580,415,44668.0,55,0.17984702,1998.0,-293.1,359.33434596,-52.713161562,-0.1466966966966967,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3019,Q55412,slr0583,310,35232.0,55,1.218664,1598.0,-273.17,1947.425072,-332.90244488,-0.1709449311639549,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3020,Q55413,slr0825,637,70175.0,55,0.7349568,3164.0,-310.18,2325.4033151999997,-227.96890022399998,-0.0980341340075853,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3021,Q55415,sll0834,564,59048.0,55,0.08855052,2679.0,-713.09,237.22684307999998,-63.1444903068,-0.2661776782381486,0.4432624113475177,0.4423292273236282,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3022,Q55416,sll0833,371,40280.0,55,0.0778752,1886.0,-555.24,146.8726272,-43.239426048000006,-0.2944008483563096,0.3665768194070081,0.3679745493107105,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3023,Q55417,sll0832,151,17130.0,55,0.0765076,759.0,-117.99999999999996,58.0692684,-9.027896799999995,-0.1554677206851119,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3024,Q55418,"dnaB,slr0833",872,97812.0,55,0.03496296,4352.0,-755.22,152.15880192,-26.4047266512,-0.1735340073529412,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3025,Q55419,moxR,303,33452.0,55,0.657142,1490.0,-273.79999999999995,979.14158,-179.92547959999996,-0.1837583892617449,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3026,Q55420,rfbB,342,38487.0,55,0.1573964,1733.0,-215.27000000000004,272.7679612,-33.882723028,-0.1242181188690133,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3027,Q55421,sll0830,669,73369.0,55,0.3819924,3280.0,-505.16,1252.935072,-192.96728078400002,-0.1540121951219512,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3028,Q55422,"purM,slr0838",341,36164.0,55,1.0115094,1619.0,-243.20000000000005,1637.6337186,-245.99908608000004,-0.1502161828289067,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3029,Q55424,sll0828,506,54254.0,55,0.3523276,2449.0,-410.85,862.8502924000001,-144.75379446000002,-0.1677623519804001,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3030,Q55425,sll0827,496,58152.0,55,0.15512688,2666.0,-597.0,413.56826208,-92.61074735999999,-0.2239309827456864,0.0423387096774193,0.0442610652663165,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3031,Q55426,slr0841,291,31566.0,55,0.6529508,1385.0,-143.29000000000002,904.3368580000001,-93.56132013200002,-0.1034584837545126,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3032,Q55427,slr0842,404,45468.0,55,0.10108686,2036.0,-329.28,205.81284696,-33.2858812608,-0.1617288801571709,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3033,Q55429,"ndhF,slr0844",681,74399.0,55,0.21521852,3465.0,-861.13,745.7321718,-185.3311241276,-0.2485223665223665,0.4698972099853157,0.4606060606060606,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3034,Q55432,sll0822,129,13962.0,55,32.49,604.0,-78.07000000000001,19623.960000000003,-2536.4943000000003,-0.1292549668874172,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3035,Q55434,"cph2,sll0821",1276,144690.0,55,0.04610692,6478.0,-982.22,298.68062776,-45.28713896240001,-0.151623958011732,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3036,Q55436,slr0848,277,31790.0,55,1.764826,1357.0,-44.05,2394.868882,-77.74058529999999,-0.0324613117170228,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3037,Q55437,sll0048,312,34866.0,55,0.453805,1556.0,-233.44,706.12058,-105.9362392,-0.150025706940874,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3038,Q55441,slr0023,204,23101.0,55,0.05864432,1047.0,-179.45000000000002,61.40060304,-10.523723224000001,-0.1713944603629417,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3039,Q55442,sll0044,161,17733.0,55,0.1567908,799.0,-175.73,125.27584920000001,-27.552847284,-0.2199374217772215,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3040,Q55443,sll0043,1402,153100.0,55,0.2607074,6773.0,-946.41,1765.7712201999998,-246.73609043399998,-0.1397327624390964,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3041,Q55444,tar,163,17707.0,55,0.1430906,754.0,-35.86,107.89031240000001,-5.131228916,-0.0475596816976127,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3042,Q55445,sll0041,1000,108330.0,55,1.406048,4707.0,-495.5,6618.267936,-696.696784,-0.1052687486721903,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3043,Q55446,sll0040,182,20251.0,55,0.4798574,918.0,-165.58999999999995,440.5090932,-79.45958686599997,-0.1803812636165577,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3044,Q55447,sll0039,119,13181.0,55,3.748838,582.0,-115.92999999999998,2181.823716,-434.60278933999996,-0.1991924398625429,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3045,Q55448,sll0038,402,44815.0,55,1.907978,2003.0,-393.67,3821.679934,-751.11369926,-0.1965401897154268,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3046,Q55449,slr0031,584,66968.0,55,0.06896422,3051.0,-428.17,210.40983522000002,-29.528410077400004,-0.1403375942313995,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3047,Q55451,"cbiX,sll0037",336,38339.0,55,0.13581826,1723.0,-179.0,234.01486198,-24.31146854,-0.1038885664538595,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3048,Q55452,sll0036,433,45909.0,55,0.1878014,2038.0,-381.49,382.7392532,-71.644356086,-0.1871884200196271,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3049,Q55453,aspC,389,42455.0,55,3.493148,1905.0,-351.22,6654.446940000001,-1226.86344056,-0.1843674540682414,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3050,Q55454,sll0034,258,28593.0,55,0.3523262,1287.0,-171.6,453.4438194,-60.45917591999999,-0.1333333333333333,0.0736434108527131,0.0753690753690753,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3051,Q55455,sll0033,501,55771.0,55,0.5448886,2516.0,-368.97,1370.9397175999998,-201.047546742,-0.1466494435612082,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3052,Q55457,slr0038,132,15240.0,55,1.69927,685.0,-115.75,1163.9999500000001,-196.6905025,-0.168978102189781,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3053,Q55458,slr0039,357,38418.0,55,1.823674,1707.0,-349.68,3113.0115180000003,-637.70232432,-0.2048506151142355,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3054,Q55466,sll0518,385,43118.0,55,0.9618184,1922.0,-273.86,1848.6149647999998,-263.403587024,-0.1424869927159209,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3055,Q55467,"chlM,slr0525",230,25080.0,55,3.473914,1114.0,-163.68,3869.940196,-568.61024352,-0.1469299820466786,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3056,Q55468,"queC,slr0527",232,24972.0,55,0.129273575,1109.0,-165.78,143.364394675,-21.4309732635,-0.1494860234445446,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3057,Q55469,"murE,slr0528",505,54600.0,55,2.275096,2438.0,-343.07,5546.684048,-780.5171847199999,-0.1407178014766202,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3058,Q55474,sll0513,277,31151.0,55,0.993093,1389.0,-183.6,1379.406177,-182.3318748,-0.1321814254859611,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3059,Q55476,slt,847,95979.0,55,0.1717742,4293.0,-404.76,737.4266405999999,-69.52732519199999,-0.094283717679944,0.0212514757969303,0.0211972979268576,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3060,Q55477,slr0535,613,65878.0,55,0.06757616,2999.0,-554.52,202.66090383999997,-37.47233224319999,-0.1849016338779593,0.1712887438825448,0.187729243081027,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3061,Q55478,sll0509,302,33898.0,55,0.07463268,1546.0,-307.35,115.38212328000002,-22.938354198000003,-0.1988033635187581,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3062,Q55480,slr0537,333,35183.0,55,1.0888228,1542.0,-193.38,1678.9647576,-210.55655306399998,-0.125408560311284,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3063,Q55481,"corA,sll0507",387,45305.0,55,0.03986378,2049.0,-347.12,81.68088522000001,-13.8375153136,-0.1694094680331869,0.1059431524547803,0.1142020497803806,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3064,Q55482,"uppS,sll0506",249,28823.0,55,0.274739,1276.0,-153.79,350.56696400000004,-42.25211081,-0.1205250783699059,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3065,Q55483,"dacA,sll0505",303,33599.0,55,0.4366182,1508.0,-345.69,658.4202456,-150.934545558,-0.2292374005305039,0.1155115511551155,0.1293103448275862,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3066,Q55484,"lysA,sll0504",469,50847.0,55,3.472978,2259.0,-331.22,7845.457302,-1150.31977316,-0.146622399291722,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3067,Q55486,"argS,sll0502",584,65212.0,55,1.294364,2919.0,-515.22,3778.248516,-666.88222008,-0.1765056526207605,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3068,Q55487,sll0501,318,36667.0,55,0.10452986,1699.0,-443.44999999999993,177.59623214,-46.353766416999996,-0.2610064743967039,0.1257861635220125,0.1218363743378457,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3069,Q55489,sll0499,948,104850.0,55,0.1218042,4672.0,-702.8799999999999,569.0692224000001,-85.61373609599998,-0.150445205479452,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3070,Q55492,sll0497,275,31477.0,55,0.526934,1404.0,-115.35,739.815336,-60.7818369,-0.0821581196581196,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3071,Q55496,sll0493,228,25169.0,55,0.4225066,1125.0,-239.88,475.319925,-101.350883208,-0.2132266666666666,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3072,Q55497,"argF,sll0902",308,33616.0,55,1.817764,1490.0,-275.81,2708.46836,-501.35748884,-0.1851073825503355,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3073,Q55499,"ssb,slr0925",121,13656.0,55,3.001432,602.0,-43.88000000000001,1806.862064,-131.70283616000003,-0.072890365448505,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3074,Q55501,slr0929,195,21699.0,55,0.6066246,974.0,-200.01,590.8523604,-121.33098624599998,-0.2053490759753593,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3075,Q55502,slr0930,436,49359.0,55,0.4780478,2224.0,-315.19,1063.1783072,-150.675886082,-0.1417221223021582,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3076,Q55503,"hisG,sll0900",210,23436.0,55,0.5861668,1058.0,-215.78,620.1644744,-126.483072104,-0.2039508506616257,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3077,Q55504,"glmU,sll0899",456,48923.0,55,1.65634,2133.0,-199.7,3532.97322,-330.77109799999994,-0.093624003750586,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3078,Q55505,"dnaJ1,sll0897",377,40794.0,55,2.37391,1767.0,-119.97,4194.69897,-284.7979827,-0.0678947368421052,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3079,Q55507,cysQ,291,32197.000000000004,55,0.4846812,1434.0,-157.44,695.0328407999999,-76.30820812799999,-0.1097907949790795,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3080,Q55508,"trpC,slr0546",295,32952.0,55,1.296908,1483.0,-323.92,1923.314564,-420.09443936,-0.218422117329737,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3081,Q55510,"clpX,sll0535",445,49298.0,55,0.6320104,2171.0,-370.1,1372.0945784,-233.90704904,-0.1704744357438968,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3082,Q55511,"tig,sll0533",471,52610.0,55,11.646606,2319.0,-374.03,27008.479314,-4356.18004218,-0.161289348857266,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3083,Q55512,"asd,slr0549",338,36641.0,55,2.24545,1636.0,-305.69000000000005,3673.5562,-686.4116105,-0.1868520782396088,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3084,Q55513,"dapA,slr0550",301,31821.0,55,1.2249352,1424.0,-245.4,1744.3077248,-300.59909808000003,-0.1723314606741572,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3085,Q55514,slr0552,244,26721.0,55,10.393346,1206.0,-227.5,12534.375275999999,-2364.486215,-0.1886401326699834,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3086,Q55515,"coaE,slr0553",201,22520.0,55,0.1010953,1006.0,-179.94,101.70187179999999,-18.191088282,-0.1788667992047713,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3087,Q55517,sll0529,731,78316.0,55,5.705494,3491.0,-410.12,19917.879554,-2339.93719928,-0.1174792323116585,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3088,Q55519,sll0525,131,15113.0,55,0.13118602,690.0,-159.74,90.51835379999999,-20.9556548348,-0.2315072463768116,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3089,Q55521,sll0524,447,47478.0,55,0.616903,2125.0,-294.79,1310.9188749999998,-181.85683537,-0.1387247058823529,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3090,Q55522,"valS,slr0557",910,102740.0,55,2.107274,4608.0,-628.72,9710.318592,-1324.88530928,-0.1364409722222222,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3091,Q55524,slr0320,531,60644.0,55,0.05435272,2746.0,-467.03,149.25256912,-25.3843508216,-0.1700764748725418,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3092,Q55526,"era,slr0321",315,34791.0,55,0.061586,1554.0,-273.74,95.704644,-16.85855164,-0.1761518661518661,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3093,Q55527,slr0322,1095,120560.0,55,0.5026056,5266.0,-655.3599999999999,2646.7210896,-329.38760601599995,-0.1244511963539688,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3094,Q55528,ams1,1042,120440.0,55,0.024663904,5482.0,-746.81,135.207521728,-18.41925014624,-0.1362294782925939,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3095,Q55531,sll0301,169,18611.0,55,0.5761584,832.0,-107.49,479.36378879999995,-61.93126641599999,-0.1291947115384615,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3096,Q55533,slr0326,147,16949.0,55,0.11737352,772.0,-151.79,90.61235744,-17.816126600799997,-0.1966191709844559,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3097,Q55536,xylR,327,34607.0,55,0.100086,1548.0,-239.44,154.93312799999998,-23.964591839999997,-0.1546770025839793,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3098,Q55539,sll0296,186,20996.0,55,0.082441575,950.0,-203.77,78.31949625,-16.79911973775,-0.2144947368421052,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3099,Q55541,slr0333,106,11406.0,55,2.423628,508.0,-95.94,1231.203024,-232.52287031999998,-0.1888582677165354,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3100,Q55542,slr0334,110,11631.0,55,0.6907594,520.0,-103.84,359.194888,-71.728456096,-0.1996923076923077,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
3101,Q55544,"apcE,slr0335",896,100290.0,55,70.8371,4492.0,-610.5699999999999,318200.25320000004,-43251.008147,-0.1359238646482635,0.0,0.0,photobio_55_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.039
